Time,Series 1,Series 2,Series 3
1/5/2018,90.3298,0.351,
2/5/2018,91.8054,0.3628,
5/5/2018,89.1017,0.4298,
6/5/2018,86.1901,0.4408,
7/5/2018,83.2191,0.4465,
8/5/2018,86.6754,0.4163,
9/5/2018,85.071,0.4236,
12/5/2018,89.5771,0.3991,
13/05/2018,87.8143,0.3936,
14/05/2018,90.4486,0.3797,
15/05/2018,89.2998,0.3803,
16/05/2018,88.6066,0.3911,
20/05/2018,94.8953,0.3708,
21/05/2018,100.3917,0.3429,
22/05/2018,98.8963,0.3255,
23/05/2018,96.3709,0.3346,
26/05/2018,97.6485,0.3266,
27/05/2018,97.9753,0.3241,
28/05/2018,103.2637,0.312,
29/05/2018,105.4128,0.2896,
30/05/2018,110.1566,0.2744,
2/6/2018,112.3551,0.2536,
3/6/2018,109.4732,0.28,
4/6/2018,105.0365,0.2918,
5/6/2018,96.2719,0.3086,
6/6/2018,98.9062,0.2411,
9/6/2018,100.2729,0.2317,
10/6/2018,101.0751,0.2312,
11/6/2018,98.52,0.2369,
12/6/2018,97.9852,0.2369,
13/06/2018,96.8661,0.2399,
16/06/2018,95.8163,0.2411,
17/06/2018,96.9849,0.2375,
18/06/2018,93.7465,0.2465,
19/06/2018,97.0146,0.2263,
20/06/2018,91.6965,0.2331,
23/06/2018,92.1025,0.202,
24/06/2018,93.1523,0.2001,
